"Call_Source","Call_Type","Create_Date","Create_Year","Create_Month","EventFirstDispatched","EventFirstArrive","EventFirstEnroute","LastKnownLatitude","LastKnownLongitude","FirstArriveEngine","StartTransport","TransportArrive","Close_Date","Municipality","Beat"
"PHONE","AAB","5/26/2018 18:06",2018,5,"5/26/2018 18:07","5/26/2018 18:08","5/26/2018 18:07",39.96906458,-82.99637415,"E1","","","5/26/2018 18:42","COLUMBUS",15
"PHONE","AA","5/26/2018 18:09",2018,5,"5/26/2018 18:09","5/26/2018 18:19","5/26/2018 18:10",39.93959101,-83.00244041,"E3","5/26/2018 18:22","","5/26/2018 18:44","COLUMBUS",10
"PHONE","AAC","5/26/2018 18:29",2018,5,"5/26/2018 18:29","5/26/2018 18:36","5/26/2018 18:30",NA,NA,"","","","5/26/2018 18:38","COLUMBUS",101
"PHONE","AA","5/26/2018 18:38",2018,5,"5/26/2018 18:39","5/26/2018 18:44","5/26/2018 18:40",40.05985312,-82.97684257,"E61","","","5/26/2018 18:55","CLINTON TOWNSHIP",61
"PHONE","AA","5/26/2018 18:48",2018,5,"5/26/2018 18:49","5/26/2018 18:54","5/26/2018 18:50",39.90662632,-82.82506203,"E32","","","5/26/2018 18:56","COLUMBUS",32
"OFFICER","AA","5/26/2018 18:57",2018,5,"5/26/2018 18:57","5/26/2018 19:00","5/26/2018 18:58",39.91214647,-82.90779337,"E4","5/26/2018 19:19","5/26/2018 19:28","5/26/2018 20:04","COLUMBUS",15
"ANI/ALI","AA","5/26/2018 19:00",2018,5,"5/26/2018 19:00","5/26/2018 19:03","5/26/2018 19:01",39.94223774,-83.10952514,"E192","","","5/26/2018 19:06","COLUMBUS",12
"PHONE","AA","5/26/2018 19:00",2018,5,"5/26/2018 19:00","5/26/2018 19:09","5/26/2018 19:01",39.97572466,-82.83701752,"E5","","","5/26/2018 19:11","COLUMBUS",5
"PHONE","AA","5/26/2018 19:16",2018,5,"5/26/2018 19:17","5/26/2018 19:21","5/26/2018 19:18",40.04681099,-82.95543627,"E61","5/26/2018 19:27","5/26/2018 19:38","5/26/2018 20:17","COLUMBUS",132
"PHONE","AA","5/26/2018 19:17",2018,5,"5/26/2018 19:17","5/26/2018 19:28","5/26/2018 19:18",NA,NA,"","","","5/26/2018 19:29","COLUMBUS",3
"ANI/ALI","AA","5/26/2018 19:42",2018,5,"5/26/2018 19:42","5/26/2018 19:49","5/26/2018 19:43",NA,NA,"","","","5/26/2018 19:58","COLUMBUS",29
"ANI/ALI","MCA","5/26/2018 19:56",2018,5,"5/26/2018 19:56","5/26/2018 19:59","5/26/2018 19:57",40.01722601,-83.00339497,"E13","5/26/2018 20:09","5/26/2018 20:16","5/26/2018 20:38","COLUMBUS",13
"PHONE","AAB","5/26/2018 19:57",2018,5,"5/26/2018 19:57","5/26/2018 20:08","5/26/2018 19:58",NA,NA,"","","","5/26/2018 20:13","COLUMBUS",6
"PHONE","AA","5/26/2018 20:03",2018,5,"5/26/2018 20:04","5/26/2018 20:07","5/26/2018 20:04",39.9558054,-83.06093788,"E17","","","5/26/2018 20:17","COLUMBUS",17
"ANI/ALI","AA","5/26/2018 21:37",2018,5,"5/26/2018 21:37","5/26/2018 21:42","5/26/2018 21:38",40.07331895,-83.07643825,"E11","","","5/26/2018 21:55","COLUMBUS",19
"ANI/ALI","VHS","5/26/2018 21:39",2018,5,"5/26/2018 21:39","5/26/2018 21:43","5/26/2018 21:40",40.02635873,-82.94645014,"E132","","","5/26/2018 22:37","COLUMBUS",132
"ANI/ALI","AA","5/26/2018 21:49",2018,5,"5/26/2018 21:49","5/26/2018 21:53","5/26/2018 21:49",39.94856328,-82.94727365,"E15","","","5/26/2018 21:57","COLUMBUS",15
"ANI/ALI","AA","5/26/2018 22:01",2018,5,"5/26/2018 22:01","5/26/2018 22:06","5/26/2018 22:02",39.90604775,-82.8248205,"E32","","","5/26/2018 22:18","REYNOLDSBURG",23
"PHONE","AA","5/26/2018 22:02",2018,5,"5/26/2018 22:03","5/26/2018 22:07","5/26/2018 22:04",39.99813246,-82.99978361,"E9","","","5/26/2018 22:14","COLUMBUS",9
"ANI/ALI","AAB","5/26/2018 23:22",2018,5,"5/26/2018 23:23","5/26/2018 23:27","5/26/2018 23:24",39.93982102,-83.00257759,"E3","5/26/2018 23:35","5/26/2018 23:44","5/27/2018 0:22","COLUMBUS",193
"ANI/ALI","AA","5/26/2018 23:56",2018,5,"5/26/2018 23:56","5/27/2018 00:00","5/26/2018 23:57",40.04685673,-82.95354708,"E61","","","5/27/2018 0:10","COLUMBUS",61
"ANI/ALI","MCA","5/27/2018 02:06",2018,5,"5/27/2018 02:07","5/27/2018 02:10","5/27/2018 02:08",NA,NA,"","5/27/2018 2:23","5/27/2018 2:31","5/27/2018 2:51","COLUMBUS",16
"ANI/ALI","AAB","5/27/2018 09:37",2018,5,"5/27/2018 09:38","5/27/2018 09:39","5/27/2018 09:38",NA,NA,"","","","5/27/2018 9:51","COLUMBUS",17
"ANI/ALI","AA","5/27/2018 10:40",2018,5,"5/27/2018 10:40","5/27/2018 10:44","5/27/2018 10:41",40.1113222,-83.06503479,"E27","","","5/27/2018 10:54","COLUMBUS",27
"PHONE","PS","5/27/2018 11:52",2018,5,"5/27/2018 11:52","5/27/2018 11:54","5/27/2018 11:53",40.01736295,-83.00346737,"E13","","","5/27/2018 12:02","COLUMBUS",13
"PHONE","PS","5/27/2018 12:40",2018,5,"5/27/2018 12:40","5/27/2018 12:44","5/27/2018 12:40",NA,NA,"","","","5/27/2018 12:53","COLUMBUS",2
"PHONE","PS","5/27/2018 12:47",2018,5,"5/27/2018 12:47","5/27/2018 12:50","5/27/2018 12:48",39.94366263,-83.08414017,"E12","5/27/2018 13:05","5/27/2018 13:18","5/27/2018 13:27","COLUMBUS",12
"PHONE","AA","5/27/2018 13:00",2018,5,"5/27/2018 13:00","5/27/2018 13:03","5/27/2018 13:01",NA,NA,"","","","5/27/2018 13:19","COLUMBUS",5
"PHONE","AA","5/27/2018 13:45",2018,5,"5/27/2018 13:46","5/27/2018 13:49","5/27/2018 13:47",39.9443558,-82.87665734,"E23","5/27/2018 13:58","5/27/2018 14:09","5/27/2018 14:35","COLUMBUS",23
"PHONE","AAB","5/27/2018 13:46",2018,5,"5/27/2018 13:46","5/27/2018 13:50","5/27/2018 13:46",NA,NA,"","","","5/27/2018 13:50","COLUMBUS",23
"PHONE","AA","5/27/2018 15:36",2018,5,"5/27/2018 15:36","5/27/2018 15:39","5/27/2018 15:37",40.05955905,-82.95334788,"E61","5/27/2018 15:46","5/27/2018 16:03","5/27/2018 16:16","COLUMBUS",61
"PHONE","AA","5/27/2018 17:05",2018,5,"5/27/2018 17:05","5/27/2018 17:08","5/27/2018 17:06",39.93956628,-83.00244379,"E3","","","5/27/2018 17:21","COLUMBUS",2
"PHONE","AA","5/27/2018 17:22",2018,5,"5/27/2018 17:23","5/27/2018 17:28","5/27/2018 17:23",39.97271596,-83.14731068,"E26","5/27/2018 17:35","5/27/2018 17:47","5/27/2018 17:58","COLUMBUS",26
"PHONE","AA","5/27/2018 18:37",2018,5,"5/27/2018 18:38","5/27/2018 18:41","5/27/2018 18:38",39.90662632,-82.82506203,"E32","","","5/27/2018 18:44","COLUMBUS",32
"PHONE","AA","5/27/2018 18:43",2018,5,"5/27/2018 18:44","5/27/2018 18:49","5/27/2018 18:44",39.92036007,-83.06014919,"E193","5/27/2018 19:02","5/27/2018 19:11","5/27/2018 19:26","FRANKLIN TOWNSHIP",193
"PHONE","AAB","5/27/2018 20:06",2018,5,"5/27/2018 20:07","5/27/2018 20:11","5/27/2018 20:08",40.13630718,-82.99634879,"E33","","","5/27/2018 20:32","COLUMBUS",33
"PHONE","AA","5/27/2018 22:08",2018,5,"5/27/2018 22:08","5/27/2018 22:10","5/27/2018 22:09",NA,NA,"","","","5/27/2018 22:14","COLUMBUS",32
"PHONE","AAC","5/27/2018 23:27",2018,5,"5/27/2018 23:27","5/27/2018 23:32","5/27/2018 23:28",39.94885515,-82.94991496,"E15","5/27/2018 23:44","5/27/2018 23:49","5/28/2018 0:20","COLUMBUS",15
"PHONE","AA","5/28/2018 00:07",2018,5,"5/28/2018 00:07","5/28/2018 00:10","5/28/2018 00:08",39.96900222,-82.96812718,"E8","","","5/28/2018 0:14","COLUMBUS",8
"PHONE","AA","5/28/2018 00:14",2018,5,"5/28/2018 00:15","5/28/2018 00:20","5/28/2018 00:18",39.97586197,-82.83699677,"E5","5/28/2018 0:33","5/28/2018 0:46","5/28/2018 1:16","COLUMBUS",902
"ANI/ALI","AA","5/28/2018 00:45",2018,5,"5/28/2018 00:46","5/28/2018 00:51","5/28/2018 00:47",39.98537661,-82.93323961,"E20","","","5/28/2018 1:04","MIFFLIN TOWNSHIP",20
"ANI/ALI","AA","5/28/2018 01:11",2018,5,"5/28/2018 01:12","5/28/2018 01:21","5/28/2018 01:13",40.02627307,-83.11277685,"E30","5/28/2018 1:35","5/28/2018 1:56","5/28/2018 2:09","COLUMBUS",30
"PHONE","AA","5/28/2018 02:00",2018,5,"5/28/2018 02:00","5/28/2018 02:03","5/28/2018 02:02",39.9843312,-83.02523567,"E25","5/28/2018 2:21","5/28/2018 2:26","5/28/2018 2:56","COLUMBUS",25
"ANI/ALI","AA","5/28/2018 02:51",2018,5,"5/28/2018 02:51","5/28/2018 02:54","5/28/2018 02:52",40.06033324,-82.97691017,"E24","","","5/28/2018 3:10","COLUMBUS",24
"ANI/ALI","AAB","5/28/2018 02:56",2018,5,"5/28/2018 02:56","5/28/2018 03:08","5/28/2018 02:57",NA,NA,"","","","5/28/2018 3:14","COLUMBUS",31
"ANI/ALI","PS","5/28/2018 11:30",2018,5,"5/28/2018 11:30","5/28/2018 11:33","5/28/2018 11:31",39.9558054,-83.06093788,"E17","5/28/2018 11:45","5/28/2018 12:11","5/28/2018 12:13","COLUMBUS",17
"ANI/ALI","AA","5/28/2018 11:57",2018,5,"5/28/2018 11:58","5/28/2018 12:02","5/28/2018 11:59",39.99892171,-82.97633495,"E18","","","5/28/2018 12:06","COLUMBUS",18
"PHONE","AA","5/28/2018 12:27",2018,5,"5/28/2018 12:28","5/28/2018 12:34","5/28/2018 12:29",40.06909906,-83.14971781,"E34","","","5/28/2018 12:40","COLUMBUS",34
"PHONE","AA","5/28/2018 14:32",2018,5,"5/28/2018 14:33","5/28/2018 14:34","5/28/2018 14:33",39.95729386,-82.94051289,"E15","5/28/2018 14:44","5/28/2018 14:49","5/28/2018 15:22","COLUMBUS",15
"PHONE","AAB","5/28/2018 14:44",2018,5,"5/28/2018 14:45","5/28/2018 14:49","5/28/2018 14:46",40.04538602,-82.95123725,"E61","","","5/28/2018 14:51","COLUMBUS",119
"ANI/ALI","AA","5/28/2018 14:49",2018,5,"5/28/2018 14:49","5/28/2018 14:53","5/28/2018 14:50",39.9558054,-83.06093788,"E17","","","5/28/2018 15:01","COLUMBUS",10
"PHONE","AA","5/28/2018 15:03",2018,5,"5/28/2018 15:04","5/28/2018 15:11","5/28/2018 15:04",NA,NA,"","","","5/28/2018 15:14","COLUMBUS",119
"PHONE","AA","5/28/2018 15:13",2018,5,"5/28/2018 15:13","5/28/2018 15:18","5/28/2018 15:14",39.9443558,-82.87665734,"E23","","","5/28/2018 15:36","COLUMBUS",23
"ANI/ALI","AA","5/28/2018 16:49",2018,5,"5/28/2018 16:50","5/28/2018 16:56","5/28/2018 16:51",40.08594594,-82.80165049,"E121","","","5/28/2018 17:09","COLUMBUS",121
"PHONE","AA","5/28/2018 17:26",2018,5,"5/28/2018 17:26","5/28/2018 17:30","5/28/2018 17:27",40.04677917,-82.95372873,"E61","","","5/28/2018 17:35","MIFFLIN TOWNSHIP",61
"ANI/ALI","AA","5/28/2018 17:29",2018,5,"5/28/2018 17:30","5/28/2018 17:33","5/28/2018 17:31",40.06033334,-82.97688516,"E24","","","5/28/2018 17:36","COLUMBUS",61
"PHONE","AA","5/28/2018 17:59",2018,5,"5/28/2018 18:00","5/28/2018 18:13","5/28/2018 18:02",39.95535312,-82.81311543,"E161","","","5/28/2018 18:53","COLUMBUS",5
"ANI/ALI","AA","5/28/2018 19:13",2018,5,"5/28/2018 19:13","5/28/2018 19:14","5/28/2018 19:13",39.91851843,-82.91707538,"E4","5/28/2018 19:23","5/28/2018 19:32","5/28/2018 19:57","COLUMBUS",4
"PHONE","AA","5/28/2018 19:18",2018,5,"5/28/2018 19:18","5/28/2018 19:18","5/28/2018 19:18",39.95448514,-83.08286494,"E17","5/28/2018 19:31","5/28/2018 19:45","5/28/2018 20:01","COLUMBUS",17
"ANI/ALI","AA","5/28/2018 21:23",2018,5,"5/28/2018 21:23","5/28/2018 21:26","5/28/2018 21:24",39.93953075,-83.00240787,"E3","","","5/28/2018 21:40","COLUMBUS",2
"PHONE","AA","5/28/2018 21:31",2018,5,"5/28/2018 21:31","5/28/2018 21:37","5/28/2018 21:32",40.11141343,-83.0654717,"E27","5/28/2018 21:46","5/28/2018 21:56","5/28/2018 22:21","COLUMBUS",27
"ANI/ALI","AA","5/28/2018 22:09",2018,5,"5/28/2018 22:10","5/28/2018 22:14","5/28/2018 22:11",40.04681099,-82.95543627,"E61","","","5/28/2018 22:34","COLUMBUS",119
"OFFICER","AAB","5/29/2018 03:02",2018,5,"5/29/2018 03:03","5/29/2018 03:13","5/29/2018 03:05",40.08156776,-82.87760613,"E29","","","5/29/2018 4:03","COLUMBUS",29
"PHONE","AAB","5/29/2018 03:36",2018,5,"5/29/2018 03:37","5/29/2018 03:42","5/29/2018 03:38",NA,NA,"","","","5/29/2018 3:42","COLUMBUS",6
"ANI/ALI","AA","5/29/2018 07:25",2018,5,"5/29/2018 07:26","5/29/2018 07:30","5/29/2018 07:27",NA,NA,"","","","5/29/2018 7:39","COLUMBUS",2
"PHONE","AA","5/29/2018 08:53",2018,5,"5/29/2018 08:54","5/29/2018 08:57","5/29/2018 08:55",NA,NA,"","","","5/29/2018 9:08","COLUMBUS",25
"PHONE","AA","5/29/2018 08:57",2018,5,"5/29/2018 08:58","5/29/2018 09:02","5/29/2018 08:58",40.08754305,-82.96022476,"E6","","","5/29/2018 9:10","COLUMBUS",6
"ANI/ALI","AA","5/29/2018 09:13",2018,5,"5/29/2018 09:13","5/29/2018 09:17","5/29/2018 09:14",39.95423806,-82.99501264,"E2","","","5/29/2018 9:22","COLUMBUS",2
"ANI/ALI","AAC","5/29/2018 10:51",2018,5,"5/29/2018 10:51","5/29/2018 10:56","5/29/2018 10:52",40.05934331,-82.97189118,"E61","5/29/2018 11:05","5/29/2018 11:24","5/29/2018 11:58","COLUMBUS",61
"PHONE","PS","5/29/2018 11:39",2018,5,"5/29/2018 11:39","5/29/2018 11:45","5/29/2018 11:39",NA,NA,"","5/29/2018 11:51","5/29/2018 12:17","5/29/2018 13:04","MADISON TOWNSHIP",182
"PHONE","MCA","5/29/2018 12:21",2018,5,"5/29/2018 12:21","5/29/2018 12:25","5/29/2018 12:22",39.91217152,-82.9076937,"E4","","","5/29/2018 12:40","COLUMBUS",181
"PHONE","AA","5/29/2018 13:21",2018,5,"5/29/2018 13:21","5/29/2018 13:30","5/29/2018 13:22",40.03560736,-83.01730264,"E19","5/29/2018 13:45","5/29/2018 13:54","5/29/2018 14:13","COLUMBUS",11
"ANI/ALI","AAC","5/29/2018 13:40",2018,5,"5/29/2018 13:41","5/29/2018 13:44","5/29/2018 13:41",39.92071201,-83.0606084,"E193","5/29/2018 13:56","5/29/2018 14:02","5/29/2018 14:52","COLUMBUS",17
"ANI/ALI","AAB","5/29/2018 14:21",2018,5,"5/29/2018 14:21","5/29/2018 14:26","5/29/2018 14:22",39.91069162,-83.13496563,"E31","5/29/2018 14:32","5/29/2018 14:53","5/29/2018 15:06","COLUMBUS",31
"PHONE","AA","5/29/2018 14:31",2018,5,"5/29/2018 14:31","5/29/2018 14:38","5/29/2018 14:32",NA,NA,"","5/29/2018 14:44","5/29/2018 14:48","5/29/2018 15:03","HILLIARD",34
"PHONE","MCA","5/29/2018 15:14",2018,5,"5/29/2018 15:14","5/29/2018 15:17","5/29/2018 15:14",39.98517347,-82.93323835,"E20","5/29/2018 15:31","5/29/2018 15:42","5/29/2018 15:56","COLUMBUS",20
"ANI/ALI","AA","5/29/2018 15:36",2018,5,"5/29/2018 15:37","5/29/2018 15:38","5/29/2018 15:37",39.94477357,-83.06697271,"E12","","","5/29/2018 15:42","COLUMBUS",17
"ANI/ALI","AA","5/29/2018 15:45",2018,5,"5/29/2018 15:45","5/29/2018 15:48","5/29/2018 15:46",39.95874748,-83.02858464,"E10","","","5/29/2018 15:56","COLUMBUS",10
"PHONE","AA","5/29/2018 16:29",2018,5,"5/29/2018 16:30","5/29/2018 16:41","5/29/2018 16:34",39.88868855,-83.06859678,"E202","","","5/29/2018 16:43","HAMILTON TOWNSHIP",171
"ANI/ALI","PS","5/29/2018 17:01",2018,5,"5/29/2018 17:01","5/29/2018 17:04","5/29/2018 17:01",39.95423806,-82.99501264,"E2","5/29/2018 17:13","5/29/2018 17:18","5/29/2018 17:28","COLUMBUS",3
"ANI/ALI","AA","5/29/2018 17:09",2018,5,"5/29/2018 17:09","5/29/2018 17:14","5/29/2018 17:10",40.08764848,-82.95993955,"E6","5/29/2018 17:21","5/29/2018 17:32","5/29/2018 18:03","COLUMBUS",119
"ANI/ALI","AA","5/29/2018 17:13",2018,5,"5/29/2018 17:13","5/29/2018 17:18","5/29/2018 17:13",39.97141087,-83.11902218,"E26","","","5/29/2018 18:21","COLUMBUS",30
"ANI/ALI","AA","5/29/2018 17:13",2018,5,"5/29/2018 17:14","5/29/2018 17:16","5/29/2018 17:14",39.9486858,-82.94969272,"E15","5/29/2018 17:37","5/29/2018 18:11","5/29/2018 18:35","COLUMBUS",15
"PHONE","AA","5/29/2018 17:16",2018,5,"5/29/2018 17:16","5/29/2018 17:18","5/29/2018 17:17",39.95481611,-82.97130265,"E2","","","5/29/2018 17:28","COLUMBUS",15
"ANI/ALI","AA","5/29/2018 17:23",2018,5,"5/29/2018 17:24","5/29/2018 17:30","5/29/2018 17:27",40.01889163,-82.81434814,"E141","","","5/29/2018 17:49","COLUMBUS",5
"PHONE","AAB","5/29/2018 17:28",2018,5,"5/29/2018 17:28","5/29/2018 17:31","5/29/2018 17:29",39.94224873,-83.10952167,"E192","","","5/29/2018 17:36","COLUMBUS",192
"PHONE","AA","5/29/2018 17:42",2018,5,"5/29/2018 17:42","5/29/2018 17:47","5/29/2018 17:43",39.96926286,-82.99687507,"E9","","","5/29/2018 18:04","COLUMBUS",1
"PHONE","AA","5/29/2018 18:19",2018,5,"5/29/2018 18:19","5/29/2018 18:23","5/29/2018 18:20",39.93349239,-83.09000642,"E193","5/29/2018 18:32","5/29/2018 18:41","5/29/2018 18:49","FRANKLIN TOWNSHIP",193
"PHONE","AA","5/29/2018 19:05",2018,5,"5/29/2018 19:05","5/29/2018 19:08","5/29/2018 19:06",39.96879629,-82.96813649,"E8","","","5/29/2018 19:13","COLUMBUS",8
"ANI/ALI","AAB","5/29/2018 19:17",2018,5,"5/29/2018 19:17","5/29/2018 19:20","5/29/2018 19:18",39.95611158,-82.91852098,"E21","5/29/2018 19:34","5/29/2018 19:45","5/29/2018 19:49","COLUMBUS",15
"ANI/ALI","VHS","5/29/2018 19:22",2018,5,"5/29/2018 19:23","5/29/2018 19:28","5/29/2018 19:23",40.13638211,-82.9961562,"E33","","","5/29/2018 19:43","COLUMBUS",33
"PHONE","PS","5/29/2018 19:37",2018,5,"5/29/2018 19:38","5/29/2018 19:43","5/29/2018 19:38",40.04722302,-82.95466031,"E61","5/29/2018 19:54","5/29/2018 20:04","5/29/2018 20:15","COLUMBUS",61
"PHONE","AA","5/29/2018 22:14",2018,5,"5/29/2018 22:14","5/29/2018 22:21","5/29/2018 22:15",NA,NA,"","","","5/29/2018 22:33","CANAL WINCHESTER",182
"ANI/ALI","AA","5/29/2018 23:08",2018,5,"5/29/2018 23:08","5/29/2018 23:14","5/29/2018 23:09",40.07331434,-83.07625955,"E11","5/29/2018 23:31","5/29/2018 23:37","5/30/2018 0:08","COLUMBUS",19
"PHONE","PS","5/30/2018 07:06",2018,5,"5/30/2018 07:07","5/30/2018 07:10","5/30/2018 07:07",40.0603222,-82.97692439,"E24","5/30/2018 7:22","5/30/2018 7:32","5/30/2018 7:55","COLUMBUS",24
"PHONE","PS","5/30/2018 07:13",2018,5,"5/30/2018 07:13","5/30/2018 07:16","5/30/2018 07:15",39.99162485,-83.00336645,"E7","","","5/30/2018 7:29","COLUMBUS",7
"PHONE","AAB","5/30/2018 07:34",2018,5,"5/30/2018 07:35","5/30/2018 07:40","5/30/2018 07:35",39.94187643,-82.82642876,"E162","5/30/2018 7:53","5/30/2018 8:00","5/30/2018 8:28","COLUMBUS",23
"ANI/ALI","AA","5/30/2018 09:42",2018,5,"5/30/2018 09:42","5/30/2018 09:46","5/30/2018 09:43",NA,NA,"","","","5/30/2018 9:58","COLUMBUS",5
"ANI/ALI","AA","5/30/2018 10:03",2018,5,"5/30/2018 10:03","5/30/2018 10:06","5/30/2018 10:04",39.93982102,-83.00257759,"E3","5/30/2018 10:28","5/30/2018 10:35","5/30/2018 11:01","COLUMBUS",2
"PHONE","PS","5/30/2018 12:05",2018,5,"5/30/2018 12:05","5/30/2018 12:10","5/30/2018 12:07",NA,NA,"","5/30/2018 12:18","5/30/2018 12:22","5/30/2018 12:43","COLUMBUS",2
"PHONE","PS","5/30/2018 12:06",2018,5,"5/30/2018 12:07","5/30/2018 12:09","5/30/2018 12:07",NA,NA,"","5/30/2018 12:19","5/30/2018 12:23","5/30/2018 12:30","COLUMBUS",2
"PHONE","AAB","5/30/2018 12:09",2018,5,"5/30/2018 12:09","5/30/2018 12:12","5/30/2018 12:11",39.90646771,-82.82484028,"E32","","","5/30/2018 12:19","COLUMBUS",32
"PHONE","AAB","5/30/2018 12:50",2018,5,"5/30/2018 12:50","5/30/2018 12:52","5/30/2018 12:51",39.98533294,-82.93317154,"E20","","","5/30/2018 13:03","COLUMBUS",20
"PHONE","AA","5/30/2018 13:26",2018,5,"5/30/2018 13:27","5/30/2018 13:32","5/30/2018 13:28",39.90522008,-82.96672826,"E22","5/30/2018 13:48","5/30/2018 14:00","5/30/2018 14:34","COLUMBUS",22
"PHONE","AA","5/30/2018 13:32",2018,5,"5/30/2018 13:32","5/30/2018 13:36","5/30/2018 13:34",39.97572466,-82.83701752,"E5","","","5/30/2018 13:49","COLUMBUS",5
"ANI/ALI","AA","5/30/2018 14:42",2018,5,"5/30/2018 14:43","5/30/2018 14:44","5/30/2018 14:44",40.11122954,-83.06546663,"E27","5/30/2018 14:58","5/30/2018 15:13","5/30/2018 15:33","COLUMBUS",27
"PHONE","AA","5/30/2018 15:18",2018,5,"5/30/2018 15:18","5/30/2018 15:28","5/30/2018 15:20",39.90644589,-82.82479027,"E32","5/30/2018 15:38","5/30/2018 15:45","5/30/2018 16:10","COLUMBUS",32
"ANI/ALI","AA","5/30/2018 15:28",2018,5,"5/30/2018 15:28","5/30/2018 15:32","5/30/2018 15:29",39.954177,-82.99451995,"E2","","","5/30/2018 15:39","COLUMBUS",3
"ANI/ALI","AA","5/30/2018 15:34",2018,5,"5/30/2018 15:35","5/30/2018 15:39","5/30/2018 15:36",39.93254828,-82.98380013,"E14","","","5/30/2018 15:46","COLUMBUS",14
"PHONE","AAB","5/30/2018 16:43",2018,5,"5/30/2018 16:43","5/30/2018 16:48","5/30/2018 16:44",40.08767376,-82.95979318,"E6","","","5/30/2018 16:54","COLUMBUS",6
"PHONE","AA","5/30/2018 17:35",2018,5,"5/30/2018 17:35","5/30/2018 17:37","5/30/2018 17:35",NA,NA,"","","","5/30/2018 17:49","COLUMBUS",26
"ANI/ALI","AA","5/30/2018 17:38",2018,5,"5/30/2018 17:39","5/30/2018 17:41","5/30/2018 17:40",39.91068033,-83.13502256,"E31","5/30/2018 17:53","5/30/2018 18:04","5/30/2018 18:14","COLUMBUS",31
"ANI/ALI","AA","5/30/2018 18:09",2018,5,"5/30/2018 18:10","5/30/2018 18:14","5/30/2018 18:11",39.93259264,-82.98369346,"E14","","","5/30/2018 18:21","COLUMBUS",14
"ANI/ALI","AA","5/30/2018 18:11",2018,5,"5/30/2018 18:12","5/30/2018 18:16","5/30/2018 18:13",40.11128264,-83.06527042,"E27","","","5/30/2018 18:25","COLUMBUS",27
"ANI/ALI","AA","5/30/2018 18:39",2018,5,"5/30/2018 18:40","5/30/2018 18:44","5/30/2018 18:41",40.08764848,-82.95993955,"E6","","","5/30/2018 18:56","COLUMBUS",6
"ANI/ALI","AA","5/30/2018 18:43",2018,5,"5/30/2018 18:44","5/30/2018 18:47","5/30/2018 18:44",NA,NA,"","","","5/30/2018 18:52","COLUMBUS",23
"ANI/ALI","AA","5/30/2018 19:02",2018,5,"5/30/2018 19:03","5/30/2018 19:06","5/30/2018 19:03",NA,NA,"","","","5/30/2018 19:09","COLUMBUS",17
"ANI/ALI","AA","5/30/2018 19:17",2018,5,"5/30/2018 19:17","5/30/2018 19:21","5/30/2018 19:18",39.9106535,-83.13490824,"E31","","","5/30/2018 19:25","COLUMBUS",31
"PHONE","AAB","5/30/2018 20:34",2018,5,"5/30/2018 20:34","5/30/2018 20:34","5/30/2018 20:34",39.9558054,-83.06093788,"E17","5/30/2018 20:46","5/30/2018 20:54","5/30/2018 21:44","COLUMBUS",12
"PHONE","AAC","5/30/2018 20:42",2018,5,"5/30/2018 20:42","5/30/2018 20:46","5/30/2018 20:42",39.87863382,-82.88301454,"E181","5/30/2018 20:52","5/30/2018 21:01","5/30/2018 21:23","COLUMBUS",4
"OFFICER","AA","5/30/2018 20:51",2018,5,"5/30/2018 20:51","5/30/2018 20:51","",39.94164804,-83.08405904,"E17","","","5/30/2018 21:05","COLUMBUS",12
"ANI/ALI","AAB","5/30/2018 21:20",2018,5,"5/30/2018 21:20","5/30/2018 21:23","5/30/2018 21:21",39.98544027,-82.93309726,"E20","","","5/30/2018 21:36","COLUMBUS",20
"ANI/ALI","AA","5/30/2018 21:27",2018,5,"5/30/2018 21:28","5/30/2018 21:31","5/30/2018 21:29",39.93262541,-82.98373648,"E14","5/30/2018 21:36","5/30/2018 21:46","5/30/2018 21:59","COLUMBUS",14
"ANI/ALI","PS","5/30/2018 21:32",2018,5,"5/30/2018 21:32","5/30/2018 21:36","5/30/2018 21:33",39.97572466,-82.83701752,"E5","","","5/30/2018 21:44","COLUMBUS",5
"PHONE","AA","5/30/2018 22:59",2018,5,"5/30/2018 22:59","5/30/2018 23:05","5/30/2018 23:01",39.9326587,-82.98365113,"E14","","","5/30/2018 23:53","COLUMBUS",22
"ANI/ALI","AA","5/30/2018 23:58",2018,5,"5/30/2018 23:58","5/31/2018 00:01","5/30/2018 23:59",39.94356471,-83.08395745,"E12","","","5/31/2018 0:09","COLUMBUS",12
"ANI/ALI","MCA","5/31/2018 00:01",2018,5,"5/31/2018 00:01","5/31/2018 00:09","5/31/2018 00:05",39.94187643,-82.82642876,"E162","5/31/2018 0:25","5/31/2018 0:34","5/31/2018 1:13","COLUMBUS",32
"PHONE","AAB","5/31/2018 02:28",2018,5,"5/31/2018 02:29","5/31/2018 02:32","5/31/2018 02:30",39.98539033,-82.9332397,"E20","5/31/2018 2:44","5/31/2018 2:47","5/31/2018 3:20","COLUMBUS",20
"ANI/ALI","AAB","5/31/2018 05:58",2018,5,"5/31/2018 05:59","5/31/2018 06:04","5/31/2018 06:00",39.98539309,-82.93323615,"E20","","","5/31/2018 6:09","COLUMBUS",20
"ANI/ALI","AAB","5/31/2018 07:49",2018,5,"5/31/2018 07:49","5/31/2018 07:54","5/31/2018 07:50",39.96906458,-82.99637415,"E1","5/31/2018 8:05","5/31/2018 8:17","5/31/2018 8:33","COLUMBUS",1
